 "command";"executable";"nodes";"atomics/node";"iterations";"% remotes";"end time" ;"branch-misses";"branch-misses (of all branches          (85.82%))";"branches";"branches (M/sec                    (85.77%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (M/sec)";"cycles";"cycles (GHz                      (85.56%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (70.31%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (85.47%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23965373.0;0.0143;1674554880.0;536.171;370.0;0.118;33313.0;0.011;7699009424.0;2.465;8903515462.0;1.16;382.0;0.122;2141335001.0;0.2781;3855986690.0;0.5008;3123.172471;1.098;2.843533693
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23714853.0;0.0141;1678151833.0;580.56;420.0;0.145;33057.0;0.011;7760899173.0;2.685;8910947133.0;1.15;383.0;0.132;2160994313.0;0.2784;3882539309.0;0.5003;2890.57633;1.085;2.66347424
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;22357868.0;0.0132;1689017962.0;495.721;273.0;0.08;33401.0;0.01;7613324376.0;2.234;8927101512.0;1.17;381.0;0.112;2067040455.0;0.27149999999999996;3779439292.0;0.4964;3407.191902;1.107;3.078918336
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23088195.0;0.013600000000000001;1697917768.0;598.427;415.0;0.146;33081.0;0.012;7734730629.0;2.726;8989145174.0;1.16;384.0;0.135;2115210534.0;0.2735;3856657340.0;0.4986;2837.299999;1.09;2.603897849
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23697054.0;0.0141;1686119849.0;580.548;420.0;0.145;33056.0;0.011;7930390207.0;2.731;8955512874.0;1.13;381.0;0.131;2264939226.0;0.28559999999999997;4021799686.0;0.5071;2904.359487;1.083;2.681265966
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;21340696.0;0.0127;1677176879.0;579.009;404.0;0.139;33167.0;0.011;7570367321.0;2.614;8922562666.0;1.18;380.0;0.131;2026740139.0;0.2677;3729511587.0;0.4926;2896.634987;1.094;2.648707343
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23024272.0;0.0137;1684862450.0;542.319;447.0;0.144;33184.0;0.011;7644319035.0;2.461;8923272500.0;1.17;382.0;0.123;2070355464.0;0.2708;3796850406.0;0.49670000000000003;3106.771022;1.092;2.84410186
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23294478.0;0.013999999999999999;1668727702.0;574.242;370.0;0.127;33166.0;0.011;7738317832.0;2.663;8873008126.0;1.15;384.0;0.132;2133334432.0;0.2757;3869284725.0;0.5;2905.966746;1.087;2.673256733
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;24864485.0;0.0147;1691103941.0;581.149;430.0;0.148;33150.0;0.011;7703482487.0;2.647;8993088078.0;1.17;384.0;0.132;2098659393.0;0.2724;3815909241.0;0.4953;2909.932892;1.088;2.674143304
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;25102791.0;0.0149;1683669683.0;574.699;326.0;0.111;33287.0;0.011;7776468960.0;2.654;8878928128.0;1.14;385.0;0.131;2110141022.0;0.2713;3849848966.0;0.4951;2929.652775;1.095;2.675865258
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;21660807.0;0.0128;1695776112.0;582.624;368.0;0.126;33204.0;0.011;7776031392.0;2.672;8965669813.0;1.15;381.0;0.131;2181949509.0;0.28059999999999996;3956484587.0;0.5088;2910.584743;1.093;2.662366331
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;24020617.0;0.0143;1684995203.0;568.694;467.0;0.158;33177.0;0.011;7710496995.0;2.602;8974802316.0;1.16;384.0;0.13;2121406952.0;0.2751;3841566821.0;0.4982;2962.919319;1.094;2.708227196
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;22813721.0;0.013500000000000002;1684265625.0;578.654;448.0;0.154;33082.0;0.011;7680051103.0;2.639;8962423538.0;1.17;384.0;0.132;2117358012.0;0.2757;3833462545.0;0.4991;2910.661501;1.086;2.681022282
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23088974.0;0.013600000000000001;1693516088.0;545.999;349.0;0.113;33259.0;0.011;7598702497.0;2.45;8929573831.0;1.18;384.0;0.124;2057142697.0;0.2707;3777118180.0;0.4971;3101.68327;1.099;2.821719781
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;21598612.0;0.0127;1700028330.0;598.817;426.0;0.15;33117.0;0.012;7656642973.0;2.697;9013501903.0;1.18;384.0;0.135;2088537373.0;0.2728;3805771103.0;0.4971;2838.978439;1.09;2.604826495
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23604369.0;0.0141;1673615322.0;585.524;419.0;0.147;33101.0;0.012;7638517045.0;2.672;8916689150.0;1.17;381.0;0.133;2075512883.0;0.2717;3780135022.0;0.4949;2858.322218;1.087;2.630514685
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;22791659.0;0.0137;1668878540.0;512.578;308.0;0.095;33365.0;0.01;7614023327.0;2.339;8822560961.0;1.16;385.0;0.118;2049808055.0;0.2692;3779145174.0;0.4963;3255.853206;1.099;2.961357019
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;21727543.0;0.013000000000000001;1675497334.0;563.488;384.0;0.129;33201.0;0.011;7638840759.0;2.569;8889264886.0;1.16;383.0;0.129;2064795602.0;0.2703;3782962877.0;0.49520000000000003;2973.438768;1.088;2.732139559
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23700881.0;0.013999999999999999;1687904170.0;582.766;451.0;0.156;33131.0;0.011;7672628876.0;2.649;8933992123.0;1.16;384.0;0.133;2072940119.0;0.2702;3790254641.0;0.494;2896.368909;1.085;2.670248036
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;22630742.0;0.0134;1685946044.0;539.324;323.0;0.103;33305.0;0.011;7755947040.0;2.481;8949156366.0;1.15;384.0;0.123;2127640691.0;0.2743;3851386046.0;0.4966;3126.034192;1.098;2.847358864
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;22427333.0;0.013300000000000001;1688076637.0;583.337;510.0;0.176;33090.0;0.011;7625805507.0;2.635;8965152828.0;1.18;384.0;0.133;2049606403.0;0.2688;3763621932.0;0.4935;2893.826852;1.091;2.652058602
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;22044034.0;0.0131;1688522845.0;613.938;449.0;0.163;33075.0;0.012;7600855152.0;2.764;8973711796.0;1.18;380.0;0.138;2037034996.0;0.268;3740192195.0;0.4921;2750.314992;1.085;2.535584836
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23417819.0;0.013999999999999999;1673438496.0;582.316;357.0;0.124;33214.0;0.012;7671451104.0;2.669;8900323057.0;1.16;384.0;0.134;2098465035.0;0.2735;3817160374.0;0.4976;2873.764957;1.092;2.632624452
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;25181553.0;0.0149;1693075301.0;607.475;417.0;0.15;33068.0;0.012;7722544954.0;2.771;8981408373.0;1.16;384.0;0.138;2093933824.0;0.2711;3823722902.0;0.4951;2787.070903;1.086;2.567431902
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;22391392.0;0.0132;1693852880.0;608.45;415.0;0.149;33057.0;0.012;7716238494.0;2.772;8988367433.0;1.16;383.0;0.138;2112328437.0;0.2738;3824086328.0;0.49560000000000004;2783.881894;1.088;2.559073208
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;25750490.0;0.015300000000000001;1687792637.0;527.215;372.0;0.116;33233.0;0.01;7768626337.0;2.427;8952851504.0;1.15;384.0;0.12;2177956468.0;0.2804;3890642132.0;0.5008;3201.337047;1.095;2.923767541
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23379631.0;0.013999999999999999;1675828462.0;520.895;453.0;0.141;33197.0;0.01;7671629983.0;2.385;8920072153.0;1.16;384.0;0.119;2071610865.0;0.27;3805597546.0;0.4961;3217.2071;1.093;2.943446711
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;22864538.0;0.013500000000000002;1696989865.0;596.447;458.0;0.161;33118.0;0.012;7672712794.0;2.697;8974393074.0;1.17;385.0;0.135;2090383680.0;0.2724;3805042523.0;0.4959;2845.162639;1.091;2.607258816
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;24852778.0;0.0148;1681482956.0;525.061;252.0;0.079;33421.0;0.01;7645562959.0;2.387;8842952562.0;1.16;386.0;0.121;2080607949.0;0.2721;3793812747.0;0.4962;3202.454174;1.104;2.901260073
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;21384119.0;0.0127;1677712295.0;602.263;479.0;0.172;33062.0;0.012;7624468978.0;2.737;8903716221.0;1.17;384.0;0.138;2064788304.0;0.2708;3792827890.0;0.4975;2785.681343;1.083;2.572593794
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23006803.0;0.013600000000000001;1691127383.0;576.008;487.0;0.166;33057.0;0.011;7664143493.0;2.61;8974037649.0;1.17;385.0;0.131;2059692583.0;0.2687;3785483223.0;0.4939;2935.943184;1.091;2.690752702
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;22367909.0;0.0132;1692219230.0;568.604;365.0;0.123;33204.0;0.011;7670444989.0;2.577;8948957189.0;1.17;385.0;0.129;2057892772.0;0.2683;3777287313.0;0.4924;2976.094227;1.096;2.715695622
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;21934661.0;0.0131;1676654143.0;603.414;453.0;0.163;33110.0;0.012;7560857750.0;2.721;8905065357.0;1.18;383.0;0.138;2011678850.0;0.2661;3734289201.0;0.4939;2778.615215;1.086;2.559072449
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23804817.0;0.0143;1668777064.0;495.112;269.0;0.08;33411.0;0.01;7644407101.0;2.268;8896442942.0;1.16;380.0;0.113;2106816035.0;0.2756;3808944108.0;0.49829999999999997;3370.502435;1.102;3.058743786
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;22939272.0;0.013600000000000001;1680873482.0;569.849;351.0;0.119;33327.0;0.011;7676436044.0;2.602;8876734696.0;1.16;384.0;0.13;2066727345.0;0.2692;3775398403.0;0.4918;2949.684066;1.096;2.690856968
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;20825157.0;0.0124;1683201728.0;577.977;459.0;0.158;33087.0;0.011;7614477266.0;2.615;8957670172.0;1.18;384.0;0.132;2055470411.0;0.2699;3774401783.0;0.49570000000000003;2912.227462;1.088;2.676566216
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23357141.0;0.0138;1687321588.0;602.132;388.0;0.138;33114.0;0.012;7644039383.0;2.728;8948277215.0;1.17;384.0;0.137;2056182674.0;0.26899999999999996;3763389774.0;0.49229999999999996;2802.246062;1.088;2.575196793
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23554781.0;0.0139;1698569257.0;594.924;481.0;0.168;33099.0;0.012;7675278939.0;2.688;9017894336.0;1.17;384.0;0.134;2101901868.0;0.27390000000000003;3869117995.0;0.5041;2855.103596;1.089;2.621016111
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;21675265.0;0.0129;1682375215.0;596.146;459.0;0.163;33062.0;0.012;7635701607.0;2.706;8926883243.0;1.17;385.0;0.136;2073257625.0;0.27149999999999996;3780378154.0;0.4951;2822.083663;1.083;2.605753833
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;22991034.0;0.013600000000000001;1695457397.0;608.658;387.0;0.139;33072.0;0.012;7708240872.0;2.767;8950990943.0;1.16;380.0;0.136;2100469513.0;0.2725;3821131189.0;0.49570000000000003;2785.567531;1.087;2.562761887
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;23125584.0;0.0128;1809706615.0;487.368;312.0;0.084;33396.0;0.009;8472310651.0;2.282;9716889872.0;1.15;380.0;0.102;2072834468.0;0.2447;4338646114.0;0.5121;3713.223463;1.095;3.39107813
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;22248259.0;0.012199999999999999;1818360967.0;566.027;363.0;0.113;33233.0;0.01;8448991193.0;2.63;9728673013.0;1.15;380.0;0.118;2108262826.0;0.2495;4345300538.0;0.5143;3212.498565;1.085;2.959866777
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;23193514.0;0.0129;1796304179.0;543.728;481.0;0.146;33155.0;0.01;8457038377.0;2.56;9661036212.0;1.14;383.0;0.116;2090785524.0;0.24719999999999998;4335559067.0;0.5127;3303.683699;1.084;3.046958702
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;23430385.0;0.0129;1815132848.0;514.56;221.0;0.063;33400.0;0.009;8491248009.0;2.407;9561521381.0;1.13;381.0;0.108;2089990016.0;0.24609999999999999;4366547199.0;0.5142;3527.54626;1.095;3.222600727
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;23744211.0;0.0132;1799417871.0;535.086;391.0;0.116;33236.0;0.01;8442255167.0;2.51;9612442090.0;1.14;382.0;0.114;2070724928.0;0.24530000000000002;4331126862.0;0.513;3362.858832;1.085;3.098052735
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;23386992.0;0.0128;1824686762.0;571.206;435.0;0.136;33126.0;0.01;8467845570.0;2.651;9783728515.0;1.16;381.0;0.119;2059746506.0;0.2432;4308276974.0;0.5088;3194.4455;1.086;2.941751255
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;22739654.0;0.0125;1822033483.0;583.398;439.0;0.141;33139.0;0.011;8554741839.0;2.739;9742637230.0;1.14;381.0;0.122;2108259859.0;0.2464;4510315523.0;0.5272;3123.14171;1.086;2.87453915
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;23793967.0;0.0132;1802530151.0;597.497;560.0;0.186;33052.0;0.011;8425187540.0;2.793;9647759082.0;1.15;384.0;0.127;2070369940.0;0.2457;4308334673.0;0.5114;3016.80412;1.081;2.790889071
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;23399925.0;0.013000000000000001;1801184118.0;593.409;485.0;0.16;33051.0;0.011;8500290509.0;2.8;9660970143.0;1.14;380.0;0.125;2134655538.0;0.2511;4382717205.0;0.5156000000000001;3035.318112;1.077;2.81845106
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;23357224.0;0.013000000000000001;1794093122.0;531.121;398.0;0.118;33195.0;0.01;8406931993.0;2.489;9649235885.0;1.15;384.0;0.114;2060525866.0;0.2451;4318389319.0;0.5136999999999999;3377.939802;1.084;3.115680864
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;24101197.0;0.013300000000000001;1813541740.0;575.545;536.0;0.17;33088.0;0.011;8567846402.0;2.719;9700831552.0;1.13;380.0;0.121;2151241286.0;0.2511;4417599735.0;0.5156000000000001;3150.998537;1.083;2.910237467
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;22052492.0;0.0121;1816029548.0;592.286;453.0;0.148;33071.0;0.011;8437423584.0;2.752;9722070848.0;1.15;384.0;0.125;2074484305.0;0.2459;4380834925.0;0.5192;3066.13712;1.081;2.836409024
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;22894053.0;0.0127;1806997529.0;539.52;372.0;0.111;33210.0;0.01;8480593933.0;2.532;9675629892.0;1.14;384.0;0.115;2101066699.0;0.2477;4373922440.0;0.5158;3349.266377;1.087;3.080920086
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;24822858.0;0.0138;1801387175.0;531.727;383.0;0.113;33327.0;0.01;8467586359.0;2.499;9640927804.0;1.14;385.0;0.114;2106649247.0;0.2488;4328877697.0;0.5112;3387.806925;1.087;3.115947483
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;22258010.0;0.012199999999999999;1825235113.0;558.708;465.0;0.142;33125.0;0.01;8410738833.0;2.575;9765216164.0;1.16;386.0;0.118;2028107526.0;0.24109999999999998;4268479218.0;0.5075;3266.886809;1.087;3.00602036
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;23319653.0;0.0128;1822979414.0;531.333;326.0;0.095;33246.0;0.01;8423569253.0;2.455;9727715807.0;1.15;381.0;0.111;2060288167.0;0.2446;4306286993.0;0.5112;3430.95411;1.092;3.14178829
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;25139066.0;0.0138;1821150685.0;557.428;338.0;0.103;33226.0;0.01;8502369430.0;2.602;9722101240.0;1.14;381.0;0.117;2122503009.0;0.24960000000000002;4390716985.0;0.5164;3267.05871;1.09;2.996648541
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;23661120.0;0.013000000000000001;1823584163.0;536.526;502.0;0.148;33133.0;0.01;8502267428.0;2.501;9786546234.0;1.15;385.0;0.113;2105402237.0;0.24760000000000001;4388134394.0;0.5161;3398.876354;1.087;3.127653681
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;25516499.0;0.013999999999999999;1822289633.0;564.502;616.0;0.191;33055.0;0.01;8628071454.0;2.673;9760299330.0;1.13;381.0;0.118;2196557775.0;0.2546;4454853495.0;0.5163;3228.137778;1.083;2.980367485
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;23208726.0;0.0127;1829228390.0;585.143;431.0;0.138;33125.0;0.011;8485412245.0;2.714;9747979760.0;1.15;380.0;0.122;2077621535.0;0.24480000000000002;4358438920.0;0.5136;3126.121247;1.085;2.881150952
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;23615736.0;0.0131;1807962068.0;563.753;498.0;0.155;33063.0;0.01;8443171096.0;2.633;9671332305.0;1.15;380.0;0.118;2063349335.0;0.2444;4316798546.0;0.5113;3207.012054;1.082;2.962922704
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;22273194.0;0.012199999999999999;1819106396.0;571.932;488.0;0.153;33107.0;0.01;8379394371.0;2.635;9740169637.0;1.16;386.0;0.121;2033902010.0;0.2427;4278367446.0;0.5106;3180.633596;1.087;2.926814842
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;23998533.0;0.0134;1794878614.0;488.26;337.0;0.092;33344.0;0.009;8581930151.0;2.335;9636015778.0;1.12;384.0;0.104;2218468356.0;0.2585;4486279700.0;0.5228;3676.072444;1.088;3.377428466
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;21567284.0;0.011899999999999999;1808509972.0;572.778;543.0;0.172;33062.0;0.01;8443932011.0;2.674;9695653903.0;1.15;381.0;0.121;2089566421.0;0.2475;4318579350.0;0.5114;3157.438576;1.077;2.931582329
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;22678205.0;0.0124;1821685171.0;515.481;348.0;0.098;33221.0;0.009;8537579447.0;2.416;9715777100.0;1.14;384.0;0.109;2113403323.0;0.2475;4385802112.0;0.5136999999999999;3533.954677;1.092;3.234875148
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;21799924.0;0.0121;1804947630.0;541.053;357.0;0.107;33193.0;0.01;8368853986.0;2.509;9704456729.0;1.16;385.0;0.115;2056485262.0;0.2457;4291858554.0;0.5128;3335.988749;1.087;3.070297604
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;22788390.0;0.0127;1798406278.0;583.245;474.0;0.154;33103.0;0.011;8430474158.0;2.734;9656012145.0;1.15;384.0;0.125;2083804652.0;0.24719999999999998;4316256386.0;0.512;3083.44657;1.08;2.854575073
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;23650244.0;0.013000000000000001;1824178869.0;570.149;466.0;0.146;33095.0;0.01;8451703901.0;2.642;9758353404.0;1.15;384.0;0.12;2078794801.0;0.24600000000000002;4334385099.0;0.5128;3199.476057;1.083;2.954106561
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;23140462.0;0.0127;1821456727.0;580.175;460.0;0.147;33102.0;0.011;8533081212.0;2.718;9761568670.0;1.14;383.0;0.122;2149883866.0;0.2519;4402700751.0;0.516;3139.493445;1.082;2.901822832
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";2;16;1024;10;4000000;24652538.0;0.0138;1784980860.0;513.381;365.0;0.105;33354.0;0.01;8485426116.0;2.441;9624232837.0;1.13;384.0;0.11;2106997517.0;0.2483;4375755156.0;0.5157;3476.915746;1.086;3.20018512
